tblInstallBase_Ident Item Id,Ident Asset Num,Country,SEN Connectivity,Overall Status,Substatus,Last Pour,Equip Serial Num Upper Case
9408056,70046669,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 29: 01 PM,6201607PT015
9390983,70043629,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 10: 19 PM,6201603PT004
9370047,70041521,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 19: 12 PM,6201547PT237
9399687,70046552,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 50 PM,6201604PT181
9396887,70044706,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 14 PM,6201604PT045
9374787,70043521,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 40 PM,6201548PT193
9412656,70049519,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 26: 01 PM,6201608PT117
9389625,6713596,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 56: 31 PM,6201553PT026
9405364,70046601,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 02 PM,6201606PT265
9390962,70043608,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 01 PM,6201602PT535
9373879,6707399,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 00: 15 PM,6201546PT107
9368101,6707402,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 46 PM,6201547PT264
9355519,70041544,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201544PT007
9352150,70041591,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 57 PM,6201543PT055
9404313,70046771,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 57: 00 PM,6201606PT302
9370046,70041520,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 20 PM,6201547PT285
9386431,70043834,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-14-2016 03: 57: 04 PM,6201551PT081
9349647,70039171,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 46 PM,6201542PT031
9386421,70043824,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 15 PM,6201552PT027
9363318,70041611,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 28 PM,6201545PT062
9370043,70041517,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 38 PM,6201547PT260
9393392,70043755,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 35 PM,6201602PT545
9367305,6582811,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 51 PM,6201546PT137
9349648,70039172,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 04: 42 PM,6201542PT033
9379418,70042240,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 18 PM,6201551PT316
9366544,70041527,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 05 PM,6201547PT016
9387356,70041974,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 12 PM,6201552PT050
9411161,70041469,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 49 PM,6201607PT202
9390965,70043611,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 12: 04: 09 PM,6201602PT561
9381625,70045612,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 10: 40 PM,6201551PT254
9377559,70027516,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 08: 40: 46 PM,6201549PT027
9399679,70046544,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 44: 17 PM,6201604PT230
9398381,70046517,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 20 PM,6201604PT067
9385392,70043546,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 40 PM,6201551PT064
9398383,70046519,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 01 PM,6201604PT111
9367333,70041624,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 18: 50 PM,6201547PT001
9378769,70045485,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 51: 32 PM,6201550PT384
9406167,70046345,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 29: 06 PM,6201606PT297
9398380,70046516,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 10: 44: 59 AM,6201604PT057
9405360,70046597,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 11 PM,6201606PT064
9408054,70046667,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 40: 52 PM,6201607PT012
9369871,70043488,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 02 PM,6201546PT139
9412652,70049515,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 19 PM,6201608PT068
9408045,70046658,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 58 PM,6201607PT001
9408032,70046645,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 23 PM,6201606PT331
9405365,70046602,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 50 PM,6201606PT266
9411224,70048386,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 20 PM,6201607PT348
9395916,70045802,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 17 PM,6201603PT292
9391872,70046119,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 25: 15 PM,6201602PT518
9378782,70045498,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 26: 27 PM,6201551PT048
9390729,70045721,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 21 PM,6201602PT606
9394177,70046445,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 04 PM,6201603PT053
9396852,70045972,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 05 PM,6201604PT165
9377569,70041948,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201549PT015
9394204,70046472,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 08 PM,6201603PT055
9378774,70045490,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 06: 49 PM,6201550PT392
9406163,70046341,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 12 PM,6201606PT324
9390722,70045714,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 14: 40 PM,6201602PT598
9391873,70046120,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 23 PM,6201552PT072
9390700,70045692,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201602PT548
9376738,70041962,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-13-2016 10: 43: 24 AM,6201548PT235
9394180,70046448,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 03 PM,6201603PT284
9396848,70045961,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 32: 28 PM,6201604PT155
9396844,70045812,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,06-05-2016 05: 52: 16 PM,6201604PT150
9396062,70046080,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 24 PM,6201604PT068
9402051,70046016,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 56: 54 PM,6201602PT615
9412905,70044758,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201607PT342
9394186,70046454,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 43: 23 PM,6201603PT262
9371721,70042074,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201547PT254
9349948,70041915,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 27 PM,6201543PT003
9364345,70041994,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 02: 00 PM,6201546PT109
9374416,70041976,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-25-2016 12: 35: 32 AM,6201548PT006
9396863,70045971,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 53: 01 PM,6201604PT215
9414171,6596872,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 36 PM,6201605PT183
9396868,70045973,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 47 PM,6201604PT222
9396847,70045811,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 57: 05 AM,6201604PT153
9390717,70045709,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 12: 54: 35 PM,6201602PT590
9405788,70047570,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 16 PM,6201606PT330
9405766,70047560,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 55: 59 PM,6201606PT284
9405781,70047564,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 02: 37 PM,6201606PT313
9396849,70045808,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 43: 47 PM,6201604PT156
9393391,70043731,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 15 PM,6201602PT524
9393393,70043756,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 04: 13 PM,6201602PT499
9374740,70042355,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 48: 51 PM,6201548PT196
9393396,70043761,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 03: 41 PM,6201602PT525
9371724,70042071,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 41 PM,6201547PT221
9364339,70041988,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 31 PM,6201545PT193
9390725,70045717,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 01 PM,6201602PT602
9396073,70046091,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 40 PM,6201604PT100
9390720,70045712,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201602PT595
9368133,70042082,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 18: 17 PM,6201547PT211
9409321,6707389,Canada,Not Connected,SEN - Activation In Progress,No Action,,6201607PT205
9412884,70048434,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 14 PM,6201607PT249
9395917,70045803,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-29-2016 06: 15: 50 PM,6201603PT266
9412870,70048420,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 41: 19 PM,6201607PT233
9396836,70045970,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 41: 58 PM,6201604PT069
9391881,70046128,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 19: 02 PM,6201602PT542
9374738,70042353,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 51: 35 PM,6201548PT197
9406161,70046339,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 59 PM,6201606PT306
9390706,70045698,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 32 PM,6201602PT554
9376735,70041952,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 06 PM,6201548PT236
9353866,70042054,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201543PT062
9364341,70041990,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 47: 35 PM,6201545PT192
9368131,70042080,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 36 PM,6201547PT004
9372681,70042346,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 07: 48: 56 PM,6201548PT003
9394192,70046460,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 24 PM,6201603PT287
9372701,70042334,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 00: 05 PM,6201548PT184
9405348,70046585,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 47 PM,6201606PT052
9374408,70041984,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201548PT016
9407343,70044846,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 24: 57 PM,6201606PT046
9379309,70043857,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 57 PM,6201550PT243
9365580,70030213,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 26 PM,6201545PT175
9381979,70027524,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-07-2016 09: 27: 30 PM,6201551PT279
9402074,70046033,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201605PT190
9367937,6582818,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 26: 50 PM,6201547PT267
9374375,70027514,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 32 PM,6201548PT002
9363957,70042273,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 50 PM,6201545PT063
9386794,6582823,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 03 PM,6201552PT073
9379192,6582845,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201550PT377
9412397,70049715,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201608PT115
9329676,6713286,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 27 PM,6201536PT028
9405782,70047616,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201606PT318
9402072,70046010,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 10: 26 PM,6201605PT180
9390705,70045697,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201602PT553
9387573,70041495,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 03 PM,6201602PT040
9378096,70041510,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-26-2016 09: 06: 00 PM,6201550PT372
9378095,70041509,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 40: 48 PM,6201550PT255
9412396,70034359,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 32 PM,6201608PT038
9404838,70041478,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 27: 48 PM,6201605PT069
9375865,70043866,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 15 PM,6201549PT038
9379298,70043856,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 31 PM,6201550PT273
9379293,70043849,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 01 PM,6201550PT272
9404309,70046775,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 53 PM,6201606PT278
9380686,70043839,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 06: 26 PM,6201551PT274
9391874,70046121,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 43 PM,6201602PT512
9412871,70048421,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 04: 11 PM,6201607PT215
9384171,70042184,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 02: 06 PM,6201551PT066
9399666,70046531,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 09 PM,6201604PT169
9390976,70043622,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 54 PM,6201602PT612
9398371,70046507,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 12: 51: 53 AM,6201604PT032
9404306,70046767,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 24 PM,6201606PT270
9168223,70029002,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 36 PM,6211445PT018
9168218,70029005,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 43 PM,6211445PT037
9168220,70029004,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 23 PM,6211445PT038
9168219,70029003,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 04: 54 PM,6211445PT039
9301672,10402775,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211527PK008
9248906,10402040,USA,Transmitting Data,Connected & Reporting,No Action,06-10-2016 05: 58: 43 PM,6211522PK005
9248908,10402046,USA,Transmitting Data,Connected & Reporting,No Action,06-10-2016 05: 59: 12 PM,6211522PK006
9453464,10659125,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 18 PM,6211614PK003
9453465,10659126,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 04 PM,6211614PK004
9297606,10402931,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 31: 30 PM,6211530PK002
9435573,10802170,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 02: 11: 29 AM,6211611PK013
9218947,10575862,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 13: 11 PM,6211515PK011
9437348,10743241,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 15 PM,6211611PK012
9301563,10651686,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 52: 10 PM,6211528PK004
9301673,10402776,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 11: 27: 40 AM,6211527PK003
9301674,10402777,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211530PK005
